epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,18446.9,0.87078,0.55366,1.21506,0.92884,0.91075,0.95116,0.70436,0.95377,0.44066,1.18557,0.00809115,0.00269705,0.00809115,0.00269705,0.00809115,0.00269705,0.00809115,0.00269705
133,18587.5,0.87724,0.55286,1.21451,0.92955,0.90949,0.95077,0.70279,0.95377,0.44177,1.18302,0.00788483,0.00262828,0.00788483,0.00262828,0.00788483,0.00262828,0.00788483,0.00262828
134,18727.6,0.87059,0.55023,1.21001,0.93005,0.90977,0.95111,0.70373,0.95296,0.4424,1.18167,0.00768028,0.00256009,0.00768028,0.00256009,0.00768028,0.00256009,0.00768028,0.00256009
135,18867.4,0.85525,0.53734,1.19957,0.93453,0.91102,0.95045,0.70315,0.95409,0.44157,1.18219,0.00747756,0.00249252,0.00747756,0.00249252,0.00747756,0.00249252,0.00747756,0.00249252
136,19007.3,0.87215,0.55672,1.20919,0.93832,0.90997,0.95031,0.70342,0.95178,0.44316,1.18002,0.00727671,0.00242557,0.00727671,0.00242557,0.00727671,0.00242557,0.00727671,0.00242557
137,19146.7,0.86726,0.54819,1.20989,0.93613,0.90624,0.95077,0.70329,0.95037,0.44293,1.17956,0.00707779,0.00235926,0.00707779,0.00235926,0.00707779,0.00235926,0.00707779,0.00235926
138,19285.8,0.85784,0.54441,1.20414,0.93506,0.90707,0.95089,0.70471,0.95102,0.4441,1.18088,0.00688083,0.00229361,0.00688083,0.00229361,0.00688083,0.00229361,0.00688083,0.00229361
139,19428.1,0.85607,0.53488,1.20373,0.93525,0.90764,0.95124,0.70508,0.94971,0.44427,1.18041,0.00668591,0.00222864,0.00668591,0.00222864,0.00668591,0.00222864,0.00668591,0.00222864
140,19567,0.86552,0.54035,1.20548,0.93323,0.90574,0.95005,0.70455,0.94907,0.44547,1.17888,0.00649305,0.00216435,0.00649305,0.00216435,0.00649305,0.00216435,0.00649305,0.00216435
141,19705.7,0.85383,0.5357,1.1994,0.93014,0.90699,0.94911,0.70579,0.94688,0.44473,1.17772,0.00630231,0.00210077,0.00630231,0.00210077,0.00630231,0.00210077,0.00630231,0.00210077
142,19845.3,0.85377,0.53562,1.19612,0.92856,0.9074,0.94837,0.70375,0.94605,0.44355,1.17763,0.00611373,0.00203791,0.00611373,0.00203791,0.00611373,0.00203791,0.00611373,0.00203791
143,19984.7,0.85686,0.53428,1.20166,0.92656,0.91044,0.94828,0.70314,0.9459,0.44178,1.17852,0.00592736,0.00197579,0.00592736,0.00197579,0.00592736,0.00197579,0.00592736,0.00197579
144,20124.5,0.84772,0.53253,1.19976,0.92374,0.91407,0.94699,0.70221,0.94498,0.44139,1.17891,0.00574325,0.00191442,0.00574325,0.00191442,0.00574325,0.00191442,0.00574325,0.00191442
145,20263.2,0.85303,0.52844,1.19272,0.92333,0.9157,0.94625,0.70186,0.94543,0.4428,1.17882,0.00556145,0.00185382,0.00556145,0.00185382,0.00556145,0.00185382,0.00556145,0.00185382
146,20402.7,0.85267,0.53544,1.19855,0.9228,0.91064,0.94622,0.70202,0.94526,0.44163,1.17869,0.00538199,0.001794,0.00538199,0.001794,0.00538199,0.001794,0.00538199,0.001794
147,20542,0.84386,0.52167,1.19498,0.93679,0.8993,0.94619,0.70206,0.94434,0.44248,1.17766,0.00520492,0.00173497,0.00520492,0.00173497,0.00520492,0.00173497,0.00520492,0.00173497
148,20681.2,0.83549,0.52038,1.18682,0.92884,0.90801,0.94614,0.70201,0.94379,0.44275,1.17722,0.00503029,0.00167676,0.00503029,0.00167676,0.00503029,0.00167676,0.00503029,0.00167676
149,20819.1,0.84354,0.52027,1.19261,0.92565,0.9113,0.94552,0.70113,0.94455,0.44204,1.17731,0.00485813,0.00161938,0.00485813,0.00161938,0.00485813,0.00161938,0.00485813,0.00161938
150,20958.1,0.83058,0.51231,1.18271,0.91745,0.92005,0.94521,0.7025,0.94403,0.44181,1.17689,0.0046885,0.00156283,0.0046885,0.00156283,0.0046885,0.00156283,0.0046885,0.00156283
151,21098.1,0.83654,0.51952,1.18404,0.91599,0.92194,0.94694,0.70179,0.94418,0.44237,1.17723,0.00452143,0.00150714,0.00452143,0.00150714,0.00452143,0.00150714,0.00452143,0.00150714
152,21237.3,0.83081,0.52157,1.19036,0.91825,0.91867,0.9471,0.70299,0.94337,0.44134,1.17651,0.00435697,0.00145232,0.00435697,0.00145232,0.00435697,0.00145232,0.00435697,0.00145232
153,21376.5,0.83763,0.52584,1.19097,0.92463,0.9099,0.94752,0.70215,0.94293,0.44167,1.17661,0.00419514,0.00139838,0.00419514,0.00139838,0.00419514,0.00139838,0.00419514,0.00139838
154,21515.2,0.83005,0.5156,1.18365,0.93463,0.9054,0.94836,0.70207,0.94305,0.44015,1.17738,0.00403601,0.00134534,0.00403601,0.00134534,0.00403601,0.00134534,0.00403601,0.00134534
155,21654.8,0.83436,0.51241,1.18886,0.93646,0.90474,0.94871,0.70393,0.94308,0.43943,1.17835,0.00387959,0.0012932,0.00387959,0.0012932,0.00387959,0.0012932,0.00387959,0.0012932
156,21794.1,0.83245,0.51158,1.18326,0.93602,0.90554,0.94877,0.70291,0.94299,0.43998,1.17821,0.00372594,0.00124198,0.00372594,0.00124198,0.00372594,0.00124198,0.00372594,0.00124198
157,21933.6,0.8344,0.51428,1.1823,0.93377,0.90718,0.94919,0.70237,0.9426,0.44022,1.17841,0.00357509,0.0011917,0.00357509,0.0011917,0.00357509,0.0011917,0.00357509,0.0011917
158,22073.7,0.82873,0.51688,1.18377,0.93557,0.90597,0.94968,0.7025,0.94186,0.43983,1.17766,0.00342708,0.00114236,0.00342708,0.00114236,0.00342708,0.00114236,0.00342708,0.00114236
159,22212.9,0.83245,0.51852,1.1844,0.93619,0.90422,0.94965,0.70335,0.94081,0.4404,1.17717,0.00328194,0.00109398,0.00328194,0.00109398,0.00328194,0.00109398,0.00328194,0.00109398
160,22352.1,0.82052,0.50725,1.17725,0.93407,0.9038,0.94959,0.70313,0.94028,0.4404,1.17671,0.00313971,0.00104657,0.00313971,0.00104657,0.00313971,0.00104657,0.00313971,0.00104657
161,22490.8,0.82724,0.5137,1.18176,0.93511,0.90269,0.94899,0.70302,0.93977,0.44012,1.17656,0.00300042,0.00100014,0.00300042,0.00100014,0.00300042,0.00100014,0.00300042,0.00100014
162,22630.2,0.83238,0.52073,1.18644,0.93563,0.90135,0.9485,0.70328,0.93935,0.44045,1.17603,0.00286412,0.000954705,0.00286412,0.000954705,0.00286412,0.000954705,0.00286412,0.000954705
163,22769.2,0.82525,0.51107,1.1795,0.93534,0.90091,0.94735,0.70291,0.93879,0.44052,1.17566,0.00273082,0.000910274,0.00273082,0.000910274,0.00273082,0.000910274,0.00273082,0.000910274
164,22909.4,0.82304,0.50878,1.18318,0.93796,0.90007,0.94791,0.70406,0.93831,0.4404,1.1757,0.00260058,0.000866858,0.00260058,0.000866858,0.00260058,0.000866858,0.00260058,0.000866858
165,23050.2,0.8297,0.51252,1.18378,0.93788,0.89987,0.94767,0.70342,0.93847,0.44028,1.17581,0.00247341,0.000824469,0.00247341,0.000824469,0.00247341,0.000824469,0.00247341,0.000824469
166,23189,0.81326,0.50753,1.17429,0.93872,0.89932,0.94803,0.70424,0.93857,0.44084,1.17656,0.00234935,0.000783115,0.00234935,0.000783115,0.00234935,0.000783115,0.00234935,0.000783115
